472,471,472,502,438,472,502,503,438,440,440,504,440,439,504,439,471,504,470,472,502,503,472,470,503,471,470,471,503,503,440,504,502,503,440,439,438,504,504,438,502,502,440,471,440,440,471,470,471,438,471,439,503,502,440,438,503,470,438,471,439,504,471,472,502,438,440,472,438,439
440,502,438,472,440,472,503,502,470,470,440,471,439,503,439,472,471,503,504,503,470,471,502,438,472,472,503,439,470,470,503,472,471,470,438,504,440,502,502,439,439,439,472,439,502,503,472,504,504,471,439,504,438,440,440,502,472,502,440,471,503,470,503,438,504,502,504,503,439,472
472,439,439,470,438,504,502,504,470,504,504,471,439,502,502,503,439,503,440,503,440,471,502,503,440,438,438,503,470,470,472,502,438,502,471,502,502,472,440,438,472,503,439,504,472,471,440,502,439,503,503,502,470,438,472,439,504,502,503,503,504,470,503,503,438,503,503,503,470,472
472,504,503,438,503,503,471,438,472,438,472,503,470,502,471,439,438,471,438,471,503,470,470,471,470,471,471,438,440,471,439,439,503,438,440,502,471,471,440,439,440,502,504,439,502,439,438,438,502,502,470,439,470,503,472,503,440,504,502,472,503,502,438,439,503,472,502,470,504,440
504,504,470,439,440,471,503,471,470,503,440,471,440,504,472,470,471,439,504,502,439,504,502,471,503,439,504,472,504,440,471,471,472,504,472,472,471,471,438,438,438,439,472,472,438,471,502,439,470,471,438,472,470,502,502,471,438,440,471,470,472,502,472,472,439,504,438,504,472,471
504,471,439,503,504,504,504,438,438,472,504,470,438,440,503,440,472,502,471,471,503,472,438,470,503,439,503,471,438,504,438,504,472,472,472,470,471,471,472,502,503,440,440,440,504,503,502,503,503,439,470,438,472,439,439,502,471,470,470,472,504,470,440,503,439,504,472,503,439,504
470,471,440,503,439,439,472,503,439,472,438,503,471,502,439,503,504,440,503,438,504,503,502,438,471,472,440,502,503,502,471,502,471,502,472,439,439,472,503,439,471,472,504,472,440,438,439,438,502,440,503,504,440,439,472,440,502,470,503,503,440,470,504,503,504,472,504,471,504,502
439,503,440,438,470,470,504,502,470,471,504,503,503,502,502,440,503,472,438,502,471,470,503,439,502,472,440,502,470,470,440,502,470,503,470,471,503,503,439,504,503,503,438,471,471,503,472,472,471,470,471,472,472,439,440,471,504,438,503,470,439,440,503,504,503,439,471,438,439,472
470,472,470,503,470,502,472,472,439,504,472,472,471,470,472,438,504,503,504,504,503,439,440,472,440,471,472,504,503,470,440,439,503,439,440,470,472,502,439,503,504,504,439,503,438,438,471,471,502,470,471,504,439,472,438,438,438,440,439,503,439,471,440,470,470,504,438,504,470,471
504,438,504,440,472,439,439,502,470,440,470,472,471,439,471,471,439,503,438,502,440,503,504,440,470,471,502,440,439,440,503,470,470,504,502,502,438,470,440,470,439,503,504,504,504,439,472,503,439,440,502,504,440,440,472,470,439,472,440,502,470,502,471,439,439,504,503,472,472,470
